Independent Variable - Plot	Dependent Variable - Plot
1	3.81E-13
1.999	1.52E-12
2.998	3.43E-12
3.997	6.09E-12
4.996	9.52E-12
5.995	1.37E-11
6.994	1.87E-11
7.993	2.44E-11
8.992	3.08E-11
9.991	3.81E-11
10.99	4.61E-11
11.989	5.48E-11
12.988	6.43E-11
13.987	7.46E-11
14.986	8.57E-11
15.985	9.75E-11
16.984	1.10E-10
17.983	1.23E-10
18.982	1.37E-10
19.981	1.52E-10
20.98	1.68E-10
21.979	1.84E-10
22.978	2.01E-10
23.977	2.19E-10
24.976	2.38E-10
25.975	2.57E-10
26.974	2.78E-10
27.973	2.98E-10
28.972	3.20E-10
29.971	3.43E-10
30.97	3.66E-10
31.969	3.90E-10
32.968	4.15E-10
33.967	4.40E-10
34.966	4.66E-10
35.965	4.93E-10
36.964	5.21E-10
37.963	5.50E-10
38.962	5.79E-10
39.961	6.09E-10
40.96	6.40E-10
41.959	6.72E-10
42.958	7.04E-10
43.957	7.37E-10
44.956	7.71E-10
45.955	8.06E-10
46.954	8.41E-10
47.953	8.77E-10
48.952	9.14E-10
49.951	9.52E-10
50.95	9.90E-10
51.949	1.03E-09
52.948	1.07E-09
53.947	1.11E-09
54.946	1.15E-09
55.945	1.19E-09
56.944	1.24E-09
57.943	1.28E-09
58.942	1.33E-09
59.941	1.37E-09
60.94	1.42E-09
61.939	1.46E-09
62.938	1.51E-09
63.937	1.56E-09
64.936	1.61E-09
65.935	1.66E-09
66.934	1.71E-09
67.933	1.76E-09
68.932	1.81E-09
69.931	1.87E-09
70.93	1.92E-09
71.929	1.97E-09
72.928	2.03E-09
73.927	2.08E-09
74.926	2.14E-09
75.925	2.20E-09
76.924	2.26E-09
77.923	2.32E-09
78.922	2.38E-09
79.921	2.44E-09
80.92	2.50E-09
81.919	2.56E-09
82.918	2.62E-09
83.917	2.69E-09
84.916	2.75E-09
85.915	2.82E-09
86.914	2.88E-09
87.913	2.95E-09
88.912	3.02E-09
89.911	3.08E-09
90.91	3.15E-09
91.909	3.22E-09
92.908	3.29E-09
93.907	3.36E-09
94.906	3.44E-09
95.905	3.51E-09
96.904	3.58E-09
97.903	3.66E-09
98.902	3.73E-09
99.901	3.81E-09
