Independent Variable - Plot	Dependent Variable - Plot
0	0
1	1.33E-08
2	5.34E-08
3	1.20E-07
4	2.14E-07
5	3.34E-07
6	4.80E-07
7	6.54E-07
8	8.54E-07
9	1.08E-06
10	1.33E-06
11	1.61E-06
12	1.92E-06
13	2.26E-06
14	2.62E-06
15	3.00E-06
16	3.42E-06
17	3.86E-06
18	4.32E-06
19	4.82E-06
20	5.34E-06
21	5.89E-06
22	6.46E-06
23	7.06E-06
24	7.69E-06
25	8.34E-06
26	9.02E-06
27	9.73E-06
28	1.05E-05
29	1.12E-05
30	1.20E-05
31	1.28E-05
32	1.37E-05
33	1.45E-05
34	1.54E-05
35	1.63E-05
36	1.73E-05
37	1.83E-05
38	1.93E-05
39	2.03E-05
40	2.14E-05
41	2.24E-05
42	2.35E-05
43	2.47E-05
44	2.58E-05
45	2.70E-05
46	2.82E-05
47	2.95E-05
48	3.08E-05
49	3.20E-05
50	3.34E-05
51	3.47E-05
52	3.61E-05
53	3.75E-05
54	3.89E-05
55	4.04E-05
56	4.19E-05
57	4.34E-05
58	4.49E-05
59	4.65E-05
60	4.80E-05
61	4.97E-05
62	5.13E-05
63	5.30E-05
64	5.47E-05
65	5.64E-05
66	5.81E-05
67	5.99E-05
68	6.17E-05
69	6.35E-05
70	6.54E-05
71	6.73E-05
72	6.92E-05
73	7.11E-05
74	7.31E-05
75	7.51E-05
76	7.71E-05
77	7.91E-05
78	8.12E-05
79	8.33E-05
80	8.54E-05
81	8.76E-05
82	8.97E-05
83	9.19E-05
84	9.42E-05
85	9.64E-05
86	9.87E-05
87	0.000101019
88	0.000103354
89	0.000105717
90	0.000108106
91	0.000110521
92	0.000112964
93	0.000115433
94	0.000117929
95	0.000120451
96	0.000123
97	0.000125576
98	0.000128179
99	0.000130808
100	0.000133464
101	0.000136147
102	0.000138856
103	0.000141592
104	0.000144355
105	0.000147144
106	0.00014996
107	0.000152803
108	0.000155672
109	0.000158568
110	0.000161491
111	0.000164441
112	0.000167417
113	0.00017042
114	0.00017345
115	0.000176506
116	0.000179589
117	0.000182699
118	0.000185835
119	0.000188998
120	0.000192188
121	0.000195404
122	0.000198648
123	0.000201918
124	0.000205214
125	0.000208537
126	0.000211887
127	0.000215264
128	0.000218667
129	0.000222097
130	0.000225554
131	0.000229037
132	0.000232548
133	0.000236084
134	0.000239648
135	0.000243238
136	0.000246855
137	0.000250498
138	0.000254169
139	0.000257866
140	0.000261589
141	0.00026534
142	0.000269117
143	0.00027292
144	0.000276751
145	0.000280608
146	0.000284492
147	0.000288402
148	0.000292339
149	0.000296303
150	0.000300294
151	0.000304311
152	0.000308355
153	0.000312426
154	0.000316523
155	0.000320647
156	0.000324798
157	0.000328975
158	0.000333179
159	0.00033741
160	0.000341668
