Independent Variable - Plot	Dependent Variable - Plot
1	9.53E-12
1.999	3.81E-11
2.998	8.57E-11
3.997	1.52E-10
4.996	2.38E-10
5.995	3.43E-10
6.994	4.66E-10
7.993	6.09E-10
8.992	7.71E-10
9.991	9.52E-10
10.99	1.15E-09
11.989	1.37E-09
12.988	1.61E-09
13.987	1.87E-09
14.986	2.14E-09
15.985	2.44E-09
16.984	2.75E-09
17.983	3.08E-09
18.982	3.43E-09
19.981	3.81E-09
20.98	4.20E-09
21.979	4.61E-09
22.978	5.03E-09
23.977	5.48E-09
24.976	5.95E-09
25.975	6.43E-09
26.974	6.94E-09
27.973	7.46E-09
28.972	8.00E-09
29.971	8.56E-09
30.97	9.14E-09
31.969	9.74E-09
32.968	1.04E-08
33.967	1.10E-08
34.966	1.17E-08
35.965	1.23E-08
36.964	1.30E-08
37.963	1.37E-08
38.962	1.45E-08
39.961	1.52E-08
40.96	1.60E-08
41.959	1.68E-08
42.958	1.76E-08
43.957	1.84E-08
44.956	1.93E-08
45.955	2.01E-08
46.954	2.10E-08
47.953	2.19E-08
48.952	2.28E-08
49.951	2.38E-08
50.95	2.47E-08
51.949	2.57E-08
52.948	2.67E-08
53.947	2.77E-08
54.946	2.88E-08
55.945	2.98E-08
56.944	3.09E-08
57.943	3.20E-08
58.942	3.31E-08
59.941	3.43E-08
60.94	3.54E-08
61.939	3.66E-08
62.938	3.78E-08
63.937	3.90E-08
64.936	4.02E-08
65.935	4.14E-08
66.934	4.27E-08
67.933	4.40E-08
68.932	4.53E-08
69.931	4.66E-08
70.93	4.80E-08
71.929	4.93E-08
72.928	5.07E-08
73.927	5.21E-08
74.926	5.35E-08
75.925	5.50E-08
76.924	5.64E-08
77.923	5.79E-08
78.922	5.94E-08
79.921	6.09E-08
80.92	6.24E-08
81.919	6.40E-08
82.918	6.55E-08
83.917	6.71E-08
84.916	6.87E-08
85.915	7.04E-08
86.914	7.20E-08
87.913	7.37E-08
88.912	7.54E-08
89.911	7.71E-08
90.91	7.88E-08
91.909	8.05E-08
92.908	8.23E-08
93.907	8.41E-08
94.906	8.59E-08
95.905	8.77E-08
96.904	8.95E-08
97.903	9.14E-08
98.902	9.32E-08
99.901	9.51E-08
100.9	9.71E-08
101.899	9.90E-08
102.898	1.01E-07
103.897	1.03E-07
104.896	1.05E-07
105.895	1.07E-07
106.894	1.09E-07
107.893	1.11E-07
108.892	1.13E-07
109.891	1.15E-07
110.89	1.17E-07
111.889	1.19E-07
112.888	1.21E-07
113.887	1.24E-07
114.886	1.26E-07
115.885	1.28E-07
116.884	1.30E-07
117.883	1.32E-07
118.882	1.35E-07
119.881	1.37E-07
120.88	1.39E-07
121.879	1.42E-07
122.878	1.44E-07
123.877	1.46E-07
124.876	1.49E-07
125.875	1.51E-07
126.874	1.53E-07
127.873	1.56E-07
128.872	1.58E-07
129.871	1.61E-07
130.87	1.63E-07
131.869	1.66E-07
132.868	1.68E-07
133.867	1.71E-07
134.866	1.73E-07
135.865	1.76E-07
136.864	1.79E-07
137.863	1.81E-07
138.862	1.84E-07
139.861	1.86E-07
140.86	1.89E-07
141.859	1.92E-07
142.858	1.95E-07
143.857	1.97E-07
144.856	2.00E-07
145.855	2.03E-07
146.854	2.06E-07
147.853	2.08E-07
148.852	2.11E-07
149.851	2.14E-07
150.85	2.17E-07
151.849	2.20E-07
152.848	2.23E-07
153.847	2.26E-07
154.846	2.29E-07
155.845	2.32E-07
156.844	2.35E-07
157.843	2.38E-07
158.842	2.41E-07
159.841	2.44E-07
160.84	2.47E-07
161.839	2.50E-07
162.838	2.53E-07
163.837	2.56E-07
164.836	2.59E-07
165.835	2.62E-07
166.834	2.65E-07
167.833	2.69E-07
168.832	2.72E-07
169.831	2.75E-07
170.83	2.78E-07
171.829	2.81E-07
172.828	2.85E-07
173.827	2.88E-07
174.826	2.91E-07
175.825	2.95E-07
176.824	2.98E-07
177.823	3.01E-07
178.822	3.05E-07
179.821	3.08E-07
180.82	3.12E-07
181.819	3.15E-07
182.818	3.19E-07
183.817	3.22E-07
184.816	3.26E-07
185.815	3.29E-07
186.814	3.33E-07
187.813	3.36E-07
188.812	3.40E-07
189.811	3.43E-07
190.81	3.47E-07
191.809	3.51E-07
192.808	3.54E-07
193.807	3.58E-07
194.806	3.62E-07
195.805	3.65E-07
196.804	3.69E-07
197.803	3.73E-07
198.802	3.77E-07
199.801	3.81E-07
200.8	3.84E-07
201.799	3.88E-07
202.798	3.92E-07
203.797	3.96E-07
