Independent Variable - Plot	Dependent Variable - Plot
0	0
1	0.000123184
2	0.000492736
3	0.00110866
4	0.00197094
5	0.0030796
6	0.00443462
7	0.00603601
8	0.00788377
9	0.0099779
10	0.0123184
11	0.0149053
12	0.0177385
13	0.0208181
14	0.024144
15	0.0277164
16	0.0315351
17	0.0356001
18	0.0399116
19	0.0444694
20	0.0492736
21	0.0543241
22	0.059621
23	0.0651643
24	0.0709539
25	0.0769899
26	0.0832723
27	0.0898011
28	0.0965762
29	0.103598
30	0.110866
31	0.11838
32	0.12614
33	0.134147
34	0.142401
35	0.1509
36	0.159646
37	0.168639
38	0.177878
39	0.187363
40	0.197094
41	0.207072
42	0.217296
43	0.227767
44	0.238484
45	0.249447
46	0.260657
47	0.272113
48	0.283816
49	0.295765
50	0.30796
51	0.320401
52	0.333089
53	0.346024
54	0.359204
55	0.372631
56	0.386305
57	0.400224
58	0.414391
59	0.428803
60	0.443462
61	0.458367
62	0.473519
63	0.488917
64	0.504561
65	0.520452
66	0.536589
67	0.552972
68	0.569602
69	0.586479
70	0.603601
71	0.62097
72	0.638585
73	0.656447
74	0.674555
75	0.692909
76	0.71151
77	0.730357
78	0.749451
79	0.768791
80	0.788377
81	0.80821
82	0.828288
83	0.848614
84	0.869186
85	0.890004
86	0.911068
87	0.932379
88	0.953936
89	0.97574
90	0.99779
91	1.02009
92	1.04263
93	1.06542
94	1.08845
95	1.11173
96	1.13526
97	1.15904
98	1.18306
99	1.20733
100	1.23184
101	1.2566
102	1.28161
103	1.30686
104	1.33236
105	1.3581
106	1.38409
107	1.41033
108	1.43682
109	1.46355
110	1.49053
111	1.51775
112	1.54522
113	1.57294
114	1.6009
115	1.62911
116	1.65756
117	1.68626
118	1.71521
119	1.74441
120	1.77385
121	1.80354
122	1.83347
123	1.86365
124	1.89408
125	1.92475
126	1.95567
127	1.98683
128	2.01824
129	2.0499
130	2.08181
131	2.11396
132	2.14636
133	2.179
134	2.21189
135	2.24503
136	2.27841
137	2.31204
138	2.34591
139	2.38004
140	2.4144
141	2.44902
142	2.48388
143	2.51899
144	2.55434
145	2.58994
146	2.62579
147	2.66188
148	2.69822
149	2.73481
150	2.77164
151	2.80872
152	2.84604
153	2.88361
154	2.92143
155	2.95949
156	2.9978
157	3.03636
158	3.07516
159	3.11421
160	3.15351
161	3.19305
162	3.23284
163	3.27287
164	3.31315
165	3.35368
166	3.39446
167	3.43548
168	3.47674
169	3.51826
170	3.56001
171	3.60202
172	3.64427
173	3.68677
174	3.72952
175	3.77251
176	3.81574
177	3.85923
178	3.90296
179	3.94694
180	3.99116
181	4.03563
182	4.08034
183	4.12531
184	4.17051
185	4.21597
186	4.26167
187	4.30762
188	4.35381
189	4.40025
190	4.44694
191	4.49387
192	4.54105
193	4.58848
194	4.63615
195	4.68407
196	4.73223
197	4.78064
198	4.8293
199	4.87821
200	4.92736
201	4.97675
202	5.0264
203	5.07629
204	5.12642
205	5.1768
206	5.22743
207	5.27831
208	5.32943
209	5.3808
210	5.43241
211	5.48427
212	5.53638
213	5.58873
214	5.64133
215	5.69418
216	5.74727
217	5.80061
218	5.85419
219	5.90802
220	5.9621
221	6.01642
222	6.07099
223	6.12581
224	6.18088
225	6.23618
226	6.29174
227	6.34754
228	6.40359
229	6.45989
230	6.51643
231	6.57322
232	6.63025
233	6.68753
234	6.74506
235	6.80283
236	6.86085
237	6.91912
238	6.97763
239	7.03639
240	7.09539
241	7.15464
242	7.21414
243	7.27389
244	7.33388
245	7.39411
246	7.4546
247	7.51533
248	7.5763
249	7.63752
250	7.69899
251	7.76071
252	7.82267
253	7.88488
254	7.94733
255	8.01003
256	8.07298
257	8.13617
258	8.19961
259	8.2633
260	8.32723
261	8.39141
262	8.45584
263	8.52051
264	8.58542
265	8.65059
266	8.716
267	8.78166
268	8.84756
269	8.91371
270	8.98011
271	9.04675
272	9.11364
273	9.18077
274	9.24815
275	9.31578
276	9.38366
277	9.45178
278	9.52014
279	9.58876
280	9.65762
281	9.72672
282	9.79608
283	9.86567
284	9.93552
285	10.0056
286	10.0759
287	10.1465
288	10.2174
289	10.2884
290	10.3598
291	10.4313
292	10.5032
293	10.5752
294	10.6475
295	10.7201
296	10.7929
297	10.8659
298	10.9392
299	11.0128
300	11.0866
301	11.1606
302	11.2349
303	11.3094
304	11.3842
305	11.4592
306	11.5344
307	11.61
308	11.6857
309	11.7617
310	11.838
311	11.9145
312	11.9912
313	12.0682
314	12.1454
315	12.2229
316	12.3007
317	12.3786
318	12.4568
319	12.5353
320	12.614
321	12.693
322	12.7722
323	12.8517
324	12.9314
325	13.0113
326	13.0915
327	13.1719
328	13.2526
329	13.3335
330	13.4147
331	13.4962
332	13.5778
333	13.6597
334	13.7419
335	13.8243
336	13.907
337	13.9899
338	14.073
339	14.1564
340	14.2401
341	14.3239
342	14.4081
343	14.4925
344	14.5771
345	14.662
346	14.7471
347	14.8324
348	14.9181
349	15.0039
350	15.09
351	15.1764
352	15.263
353	15.3498
354	15.4369
355	15.5243
356	15.6118
357	15.6997
358	15.7877
359	15.8761
360	15.9646
361	16.0534
362	16.1425
363	16.2318
364	16.3214
365	16.4112
366	16.5012
367	16.5915
368	16.6821
369	16.7728
370	16.8639
371	16.9552
372	17.0467
373	17.1385
374	17.2305
375	17.3227
376	17.4152
377	17.508
378	17.601
379	17.6943
380	17.7878
381	17.8815
382	17.9755
383	18.0697
384	18.1642
385	18.2589
386	18.3539
387	18.4491
388	18.5446
389	18.6403
390	18.7363
391	18.8325
392	18.9289
393	19.0256
394	19.1226
395	19.2198
396	19.3172
397	19.4149
398	19.5128
399	19.611
400	19.7094
401	19.8081
402	19.907
403	20.0062
404	20.1056
405	20.2052
406	20.3051
407	20.4053
408	20.5057
409	20.6063
