Independent Variable - Plot	Dependent Variable - Plot
0	0
1	0.000128307
2	0.000513226
3	0.00115476
4	0.00205291
5	0.00320766
6	0.00461904
7	0.00628702
8	0.00821162
9	0.0103928
10	0.0128307
11	0.0155251
12	0.0184761
13	0.0216838
14	0.0251481
15	0.028869
16	0.0328465
17	0.0370806
18	0.0415713
19	0.0463187
20	0.0513226
21	0.0565832
22	0.0621004
23	0.0678742
24	0.0739046
25	0.0801916
26	0.0867353
27	0.0935355
28	0.100592
29	0.107906
30	0.115476
31	0.123303
32	0.131386
33	0.139726
34	0.148322
35	0.157176
36	0.166285
37	0.175652
38	0.185275
39	0.195154
40	0.205291
41	0.215683
42	0.226333
43	0.237239
44	0.248402
45	0.259821
46	0.271497
47	0.283429
48	0.295618
49	0.308064
50	0.320766
51	0.333725
52	0.346941
53	0.360413
54	0.374142
55	0.388127
56	0.402369
57	0.416868
58	0.431623
59	0.446635
60	0.461904
61	0.477429
62	0.493211
63	0.509249
64	0.525544
65	0.542095
66	0.558904
67	0.575968
68	0.59329
69	0.610868
70	0.628702
71	0.646794
72	0.665141
73	0.683746
74	0.702607
75	0.721725
76	0.741099
77	0.76073
78	0.780617
79	0.800761
80	0.821162
81	0.84182
82	0.862734
83	0.883904
84	0.905331
85	0.927015
86	0.948956
87	0.971153
88	0.993606
89	1.01632
90	1.03928
91	1.06251
92	1.08599
93	1.10972
94	1.13372
95	1.15797
96	1.18247
97	1.20724
98	1.23226
99	1.25753
100	1.28307
101	1.30886
102	1.3349
103	1.3612
104	1.38776
105	1.41458
106	1.44165
107	1.46898
108	1.49657
109	1.52441
110	1.55251
111	1.58087
112	1.60948
113	1.63835
114	1.66747
115	1.69685
116	1.72649
117	1.75639
118	1.78654
119	1.81695
120	1.84761
121	1.87854
122	1.90972
123	1.94115
124	1.97284
125	2.00479
126	2.037
127	2.06946
128	2.10218
129	2.13515
130	2.16838
131	2.20187
132	2.23561
133	2.26962
134	2.30387
135	2.33839
136	2.37316
137	2.40819
138	2.44347
139	2.47901
140	2.51481
141	2.55086
142	2.58717
143	2.62374
144	2.66057
145	2.69765
146	2.73498
147	2.77258
148	2.81043
149	2.84853
150	2.8869
151	2.92552
152	2.9644
153	3.00353
154	3.04292
155	3.08257
156	3.12247
157	3.16263
158	3.20305
159	3.24372
160	3.28465
161	3.32584
162	3.36728
163	3.40898
164	3.45093
165	3.49315
166	3.53562
167	3.57834
168	3.62133
169	3.66456
170	3.70806
171	3.75181
172	3.79582
173	3.84009
174	3.88461
175	3.92939
176	3.97443
177	4.01972
178	4.06527
179	4.11107
180	4.15713
181	4.20345
182	4.25003
183	4.29686
184	4.34395
185	4.39129
186	4.43889
187	4.48675
188	4.53487
189	4.58324
190	4.63187
191	4.68075
192	4.72989
193	4.77929
194	4.82895
195	4.87886
196	4.92903
197	4.97945
198	5.03013
199	5.08107
200	5.13226
201	5.18371
202	5.23542
203	5.28739
204	5.33961
205	5.39208
206	5.44482
207	5.49781
208	5.55106
209	5.60456
210	5.65832
211	5.71234
212	5.76661
213	5.82114
214	5.87593
215	5.93097
216	5.98627
217	6.04183
218	6.09764
219	6.15371
220	6.21004
221	6.26662
222	6.32346
223	6.38056
224	6.43791
225	6.49552
226	6.55339
227	6.61151
228	6.66989
229	6.72853
230	6.78742
231	6.84657
232	6.90597
233	6.96564
234	7.02556
235	7.08573
236	7.14616
237	7.20685
238	7.2678
239	7.329
240	7.39046
241	7.45218
242	7.51415
243	7.57638
244	7.63886
245	7.7016
246	7.7646
247	7.82786
248	7.89137
249	7.95514
250	8.01916
251	8.08344
252	8.14798
253	8.21278
254	8.27783
255	8.34314
256	8.4087
257	8.47452
258	8.5406
259	8.60693
260	8.67353
261	8.74037
262	8.80748
263	8.87484
264	8.94246
265	9.01033
266	9.07846
267	9.14685
268	9.21549
269	9.28439
270	9.35355
271	9.42296
272	9.49263
273	9.56256
274	9.63275
275	9.70319
276	9.77388
277	9.84484
278	9.91605
279	9.98751
280	10.0592
281	10.1312
282	10.2035
283	10.2759
284	10.3487
285	10.4217
286	10.495
287	10.5685
288	10.6423
289	10.7163
290	10.7906
291	10.8651
292	10.9399
293	11.015
294	11.0903
295	11.1659
296	11.2417
297	11.3178
298	11.3941
299	11.4707
300	11.5476
301	11.6247
302	11.7021
303	11.7797
304	11.8576
305	11.9357
306	12.0141
307	12.0928
308	12.1717
309	12.2508
310	12.3303
311	12.4099
312	12.4899
313	12.5701
314	12.6505
315	12.7312
316	12.8122
317	12.8934
318	12.9749
319	13.0566
320	13.1386
321	13.2208
322	13.3033
323	13.3861
324	13.4691
325	13.5524
326	13.6359
327	13.7197
328	13.8037
329	13.888
330	13.9726
331	14.0574
332	14.1425
333	14.2278
334	14.3134
335	14.3992
336	14.4853
337	14.5717
338	14.6583
339	14.7451
340	14.8322
341	14.9196
342	15.0073
343	15.0951
344	15.1833
345	15.2717
346	15.3604
347	15.4493
348	15.5384
349	15.6279
350	15.7176
351	15.8075
352	15.8977
353	15.9882
354	16.0789
355	16.1698
356	16.2611
357	16.3525
358	16.4443
359	16.5363
360	16.6285
361	16.721
362	16.8138
363	16.9068
364	17.0001
365	17.0936
366	17.1874
367	17.2815
368	17.3758
369	17.4704
370	17.5652
371	17.6602
372	17.7556
373	17.8512
374	17.947
375	18.0431
376	18.1395
377	18.2361
378	18.333
379	18.4301
380	18.5275
381	18.6251
382	18.723
383	18.8212
384	18.9196
385	19.0182
386	19.1172
387	19.2164
388	19.3158
389	19.4155
390	19.5154
391	19.6156
392	19.7161
393	19.8168
394	19.9178
395	20.019
396	20.1205
397	20.2223
398	20.3243
399	20.4265
400	20.5291
401	20.6318
402	20.7349
403	20.8381
404	20.9417
405	21.0455
406	21.1495
407	21.2539
408	21.3584
409	21.4633
410	21.5683
411	21.6737
