Independent Variable - Plot	Dependent Variable - Plot
1	1.64E-11
1.999	6.53E-11
2.998	1.47E-10
3.997	2.61E-10
4.996	4.08E-10
5.995	5.88E-10
6.994	8.00E-10
7.993	1.04E-09
8.992	1.32E-09
9.991	1.63E-09
10.99	1.98E-09
11.989	2.35E-09
12.988	2.76E-09
13.987	3.20E-09
14.986	3.67E-09
15.985	4.18E-09
16.984	4.72E-09
17.983	5.29E-09
18.982	5.89E-09
19.981	6.53E-09
20.98	7.20E-09
21.979	7.90E-09
22.978	8.63E-09
23.977	9.40E-09
24.976	1.02E-08
25.975	1.10E-08
26.974	1.19E-08
27.973	1.28E-08
28.972	1.37E-08
29.971	1.47E-08
30.97	1.57E-08
31.969	1.67E-08
32.968	1.78E-08
33.967	1.89E-08
34.966	2.00E-08
35.965	2.12E-08
36.964	2.23E-08
37.963	2.36E-08
38.962	2.48E-08
39.961	2.61E-08
40.96	2.74E-08
41.959	2.88E-08
42.958	3.02E-08
43.957	3.16E-08
44.956	3.31E-08
45.955	3.45E-08
46.954	3.61E-08
47.953	3.76E-08
48.952	3.92E-08
49.951	4.08E-08
50.95	4.25E-08
51.949	4.41E-08
52.948	4.58E-08
53.947	4.76E-08
54.946	4.94E-08
55.945	5.12E-08
56.944	5.30E-08
57.943	5.49E-08
58.942	5.68E-08
59.941	5.88E-08
60.94	6.07E-08
61.939	6.27E-08
62.938	6.48E-08
63.937	6.69E-08
64.936	6.90E-08
65.935	7.11E-08
66.934	7.33E-08
67.933	7.55E-08
68.932	7.77E-08
69.931	8.00E-08
70.93	8.23E-08
71.929	8.46E-08
72.928	8.70E-08
73.927	8.94E-08
74.926	9.18E-08
75.925	9.43E-08
76.924	9.68E-08
77.923	9.93E-08
78.922	1.02E-07
79.921	1.04E-07
80.92	1.07E-07
81.919	1.10E-07
82.918	1.12E-07
83.917	1.15E-07
84.916	1.18E-07
85.915	1.21E-07
86.914	1.24E-07
87.913	1.26E-07
88.912	1.29E-07
89.911	1.32E-07
90.91	1.35E-07
91.909	1.38E-07
92.908	1.41E-07
93.907	1.44E-07
94.906	1.47E-07
95.905	1.50E-07
96.904	1.54E-07
97.903	1.57E-07
98.902	1.60E-07
99.901	1.63E-07
100.9	1.66E-07
101.899	1.70E-07
102.898	1.73E-07
103.897	1.77E-07
104.896	1.80E-07
105.895	1.83E-07
106.894	1.87E-07
107.893	1.90E-07
108.892	1.94E-07
109.891	1.97E-07
110.89	2.01E-07
111.889	2.05E-07
112.888	2.08E-07
113.887	2.12E-07
114.886	2.16E-07
