Independent Variable - Plot	Dependent Variable - Plot
0	0
1	5.72E-09
2	2.29E-08
3	5.15E-08
4	9.16E-08
5	1.43E-07
6	2.06E-07
7	2.81E-07
8	3.66E-07
9	4.64E-07
10	5.72E-07
11	6.93E-07
12	8.24E-07
13	9.68E-07
14	1.12E-06
15	1.29E-06
16	1.47E-06
17	1.65E-06
18	1.85E-06
19	2.07E-06
20	2.29E-06
21	2.52E-06
22	2.77E-06
23	3.03E-06
24	3.30E-06
25	3.58E-06
26	3.87E-06
27	4.17E-06
28	4.49E-06
29	4.81E-06
30	5.15E-06
31	5.50E-06
32	5.86E-06
33	6.23E-06
34	6.62E-06
35	7.01E-06
36	7.42E-06
37	7.84E-06
38	8.27E-06
39	8.71E-06
40	9.16E-06
41	9.62E-06
42	1.01E-05
43	1.06E-05
44	1.11E-05
45	1.16E-05
46	1.21E-05
47	1.26E-05
48	1.32E-05
49	1.37E-05
50	1.43E-05
51	1.49E-05
52	1.55E-05
53	1.61E-05
54	1.67E-05
55	1.73E-05
56	1.80E-05
57	1.86E-05
58	1.93E-05
59	1.99E-05
60	2.06E-05
61	2.13E-05
62	2.20E-05
63	2.27E-05
64	2.34E-05
65	2.42E-05
66	2.49E-05
67	2.57E-05
68	2.65E-05
69	2.73E-05
70	2.81E-05
71	2.89E-05
72	2.97E-05
73	3.05E-05
74	3.13E-05
75	3.22E-05
76	3.31E-05
77	3.39E-05
78	3.48E-05
79	3.57E-05
80	3.66E-05
81	3.76E-05
82	3.85E-05
83	3.94E-05
84	4.04E-05
85	4.14E-05
86	4.23E-05
87	4.33E-05
88	4.43E-05
89	4.53E-05
90	4.64E-05
91	4.74E-05
92	4.85E-05
93	4.95E-05
94	5.06E-05
95	5.17E-05
96	5.28E-05
97	5.39E-05
98	5.50E-05
99	5.61E-05
100	5.72E-05
101	5.84E-05
102	5.96E-05
103	6.07E-05
104	6.19E-05
105	6.31E-05
106	6.43E-05
107	6.55E-05
108	6.68E-05
109	6.80E-05
110	6.93E-05
111	7.05E-05
112	7.18E-05
113	7.31E-05
114	7.44E-05
115	7.57E-05
116	7.70E-05
117	7.84E-05
118	7.97E-05
119	8.11E-05
120	8.24E-05
121	8.38E-05
122	8.52E-05
123	8.66E-05
124	8.80E-05
125	8.95E-05
126	9.09E-05
127	9.23E-05
128	9.38E-05
129	9.53E-05
130	9.68E-05
131	9.82E-05
132	9.98E-05
133	0.000101268
134	0.000102797
135	0.000104337
136	0.000105888
137	0.000107451
138	0.000109026
139	0.000110611
140	0.000112209
141	0.000113817
142	0.000115437
143	0.000117069
144	0.000118712
145	0.000120367
146	0.000122033
147	0.00012371
148	0.000125399
149	0.000127099
150	0.000128811
151	0.000130534
152	0.000132269
153	0.000134015
154	0.000135772
155	0.000137541
156	0.000139322
157	0.000141114
158	0.000142917
159	0.000144732
160	0.000146558
161	0.000148396
162	0.000150245
163	0.000152106
164	0.000153978
165	0.000155861
166	0.000157756
167	0.000159663
168	0.00016158
169	0.00016351
170	0.00016545
171	0.000167403
172	0.000169366
173	0.000171341
174	0.000173328
175	0.000175326
176	0.000177335
177	0.000179356
178	0.000181389
179	0.000183432
180	0.000185488
181	0.000187554
182	0.000189633
183	0.000191722
184	0.000193823
185	0.000195936
186	0.00019806
187	0.000200195
188	0.000202342
189	0.0002045
190	0.00020667
191	0.000208851
192	0.000211044
193	0.000213248
194	0.000215463
195	0.00021769
196	0.000219929
197	0.000222179
198	0.00022444
199	0.000226713
200	0.000228997
201	0.000231293
202	0.0002336
203	0.000235919
204	0.000238249
205	0.00024059
206	0.000242943
207	0.000245307
208	0.000247683
209	0.000250071
210	0.000252469
211	0.00025488
212	0.000257301
213	0.000259734
214	0.000262179
215	0.000264635
216	0.000267102
217	0.000269581
218	0.000272072
219	0.000274573
220	0.000277087
221	0.000279611
222	0.000282147
223	0.000284695
224	0.000287254
225	0.000289825
226	0.000292406
227	0.000295
228	0.000297605
229	0.000300221
230	0.000302849
231	0.000305488
232	0.000308139
233	0.000310801
234	0.000313474
235	0.000316159
236	0.000318856
237	0.000321564
238	0.000324283
239	0.000327014
240	0.000329756
241	0.00033251
242	0.000335275
243	0.000338051
244	0.000340839
245	0.000343639
246	0.00034645
247	0.000349272
248	0.000352106
249	0.000354951
250	0.000357808
251	0.000360676
252	0.000363556
253	0.000366447
254	0.00036935
255	0.000372264
256	0.000375189
257	0.000378126
258	0.000381074
259	0.000384034
260	0.000387005
261	0.000389988
262	0.000392982
263	0.000395988
264	0.000399005
265	0.000402033
266	0.000405073
267	0.000408124
268	0.000411187
269	0.000414262
270	0.000417347
271	0.000420445
272	0.000423553
273	0.000426673
274	0.000429805
275	0.000432948
276	0.000436102
277	0.000439268
278	0.000442445
279	0.000445634
280	0.000448834
281	0.000452046
282	0.000455269
283	0.000458504
284	0.00046175
285	0.000465007
286	0.000468276
287	0.000471557
288	0.000474849
289	0.000478152
290	0.000481467
291	0.000484793
292	0.00048813
293	0.000491479
294	0.00049484
295	0.000498212
296	0.000501595
297	0.00050499
298	0.000508397
299	0.000511814
300	0.000515244
301	0.000518684
302	0.000522136
303	0.0005256
304	0.000529075
305	0.000532562
306	0.000536059
307	0.000539569
308	0.00054309
309	0.000546622
310	0.000550166
311	0.000553721
312	0.000557288
313	0.000560866
314	0.000564455
315	0.000568056
316	0.000571669
317	0.000575292
318	0.000578928
319	0.000582575
320	0.000586233
321	0.000589902
322	0.000593584
323	0.000597276
324	0.00060098
325	0.000604696
326	0.000608423
327	0.000612161
328	0.000615911
329	0.000619672
330	0.000623445
331	0.000627229
332	0.000631025
333	0.000634832
334	0.00063865
335	0.00064248
336	0.000646322
337	0.000650174
338	0.000654039
339	0.000657915
340	0.000661802
341	0.0006657
342	0.000669611
343	0.000673532
344	0.000677465
345	0.00068141
346	0.000685366
347	0.000689333
348	0.000693312
349	0.000697302
350	0.000701304
351	0.000705317
352	0.000709342
353	0.000713378
354	0.000717425
355	0.000721484
356	0.000725555
357	0.000729636
358	0.00073373
359	0.000737835
360	0.000741951
361	0.000746078
362	0.000750218
363	0.000754368
364	0.00075853
365	0.000762704
366	0.000766889
367	0.000771085
368	0.000775293
369	0.000779512
370	0.000783743
371	0.000787985
372	0.000792239
373	0.000796504
374	0.00080078
375	0.000805068
376	0.000809368
377	0.000813678
378	0.000818001
379	0.000822335
380	0.00082668
381	0.000831036
382	0.000835405
383	0.000839784
384	0.000844175
385	0.000848578
386	0.000852992
387	0.000857417
388	0.000861854
389	0.000866302
390	0.000870762
391	0.000875233
392	0.000879716
393	0.00088421
394	0.000888715
395	0.000893232
396	0.00089776
397	0.0009023
398	0.000906852
399	0.000911414
400	0.000915989
401	0.000920574
402	0.000925171
403	0.00092978
404	0.0009344
405	0.000939032
406	0.000943674
407	0.000948329
408	0.000952995
409	0.000957672
410	0.000962361
411	0.000967061
412	0.000971772
413	0.000976495
414	0.00098123
415	0.000985976
416	0.000990733
417	0.000995502
418	0.00100028
419	0.00100507
420	0.00100988
421	0.00101469
422	0.00101952
423	0.00102436
424	0.0010292
425	0.00103407
426	0.00103894
427	0.00104382
428	0.00104872
429	0.00105362
430	0.00105854
431	0.00106347
432	0.00106841
433	0.00107336
434	0.00107832
435	0.0010833
436	0.00108829
437	0.00109328
438	0.00109829
439	0.00110331
440	0.00110835
441	0.00111339
442	0.00111845
443	0.00112351
444	0.00112859
445	0.00113368
446	0.00113878
447	0.00114389
448	0.00114902
449	0.00115415
450	0.0011593
451	0.00116446
452	0.00116963
453	0.00117481
454	0.00118
455	0.0011852
456	0.00119042
457	0.00119565
458	0.00120088
459	0.00120613
460	0.0012114
461	0.00121667
462	0.00122195
463	0.00122725
464	0.00123255
465	0.00123787
466	0.0012432
467	0.00124854
468	0.0012539
469	0.00125926
470	0.00126464
471	0.00127002
472	0.00127542
473	0.00128083
474	0.00128625
475	0.00129169
476	0.00129713
477	0.00130259
478	0.00130805
479	0.00131353
480	0.00131902
481	0.00132453
