Independent Variable - Plot	Dependent Variable - Plot
0	0
1	0.000771108
2	0.00308443
3	0.00693997
4	0.0123377
5	0.0192777
6	0.0277599
7	0.0377843
8	0.0493509
9	0.0624597
10	0.0771108
11	0.093304
12	0.111039
13	0.130317
14	0.151137
15	0.173499
16	0.197404
17	0.22285
18	0.249839
19	0.27837
20	0.308443
21	0.340058
22	0.373216
23	0.407916
24	0.444158
25	0.481942
26	0.521269
27	0.562137
28	0.604548
29	0.648502
30	0.693997
31	0.741034
32	0.789614
33	0.839736
34	0.8914
35	0.944607
36	0.999355
37	1.05565
38	1.11348
39	1.17285
40	1.23377
41	1.29623
42	1.36023
43	1.42578
44	1.49286
45	1.56149
46	1.63166
47	1.70338
48	1.77663
49	1.85143
50	1.92777
51	2.00565
52	2.08508
53	2.16604
54	2.24855
55	2.3326
56	2.41819
57	2.50533
58	2.59401
59	2.68423
60	2.77599
61	2.86929
62	2.96414
63	3.06053
64	3.15846
65	3.25793
66	3.35894
67	3.4615
68	3.5656
69	3.67124
70	3.77843
71	3.88715
72	3.99742
73	4.10923
74	4.22259
75	4.33748
76	4.45392
77	4.5719
78	4.69142
79	4.81248
80	4.93509
81	5.05924
82	5.18493
83	5.31216
84	5.44094
85	5.57125
86	5.70311
87	5.83651
88	5.97146
89	6.10794
90	6.24597
91	6.38554
92	6.52665
93	6.66931
94	6.81351
95	6.95925
96	7.10653
97	7.25535
98	7.40572
99	7.55763
100	7.71108
101	7.86607
102	8.0226
103	8.18068
104	8.3403
105	8.50146
106	8.66417
107	8.82841
108	8.9942
109	9.16153
110	9.3304
111	9.50082
112	9.67277
113	9.84627
114	10.0213
115	10.1979
116	10.376
117	10.5557
118	10.7369
119	10.9197
120	11.1039
121	11.2898
122	11.4772
123	11.6661
124	11.8566
125	12.0486
126	12.2421
127	12.4372
128	12.6338
129	12.832
130	13.0317
131	13.233
132	13.4358
133	13.6401
134	13.846
135	14.0534
136	14.2624
137	14.4729
138	14.685
139	14.8986
140	15.1137
141	15.3304
142	15.5486
143	15.7684
144	15.9897
145	16.2125
146	16.4369
147	16.6629
148	16.8903
149	17.1194
150	17.3499
151	17.582
152	17.8157
153	18.0509
154	18.2876
155	18.5259
156	18.7657
157	19.007
158	19.2499
159	19.4944
160	19.7404
161	19.9879
162	20.2369
163	20.4876
164	20.7397
165	20.9934
166	21.2486
167	21.5054
168	21.7637
169	22.0236
170	22.285
171	22.548
172	22.8124
173	23.0785
174	23.3461
175	23.6152
176	23.8858
177	24.158
178	24.4318
179	24.7071
180	24.9839
181	25.2623
182	25.5422
183	25.8236
184	26.1066
185	26.3912
186	26.6772
187	26.9649
188	27.254
189	27.5447
190	27.837
191	28.1308
192	28.4261
193	28.723
194	29.0214
195	29.3214
196	29.6229
197	29.9259
198	30.2305
199	30.5366
200	30.8443
201	31.1535
202	31.4643
203	31.7766
204	32.0904
205	32.4058
206	32.7227
207	33.0412
208	33.3612
209	33.6828
210	34.0058
211	34.3305
212	34.6567
213	34.9844
214	35.3136
215	35.6445
216	35.9768
217	36.3107
218	36.6461
219	36.9831
220	37.3216
221	37.6617
222	38.0033
223	38.3464
224	38.6911
225	39.0373
226	39.3851
227	39.7344
228	40.0853
229	40.4377
230	40.7916
231	41.1471
232	41.5041
233	41.8627
234	42.2228
235	42.5844
236	42.9476
237	43.3123
238	43.6786
239	44.0464
240	44.4158
241	44.7867
242	45.1591
243	45.5331
244	45.9087
245	46.2857
246	46.6643
247	47.0445
248	47.4262
249	47.8094
250	48.1942
251	48.5806
252	48.9684
253	49.3578
