Independent Variable - Plot	Dependent Variable - Plot
0	0
1	0.00362141
2	0.0144856
3	0.0325927
4	0.0579426
5	0.0905353
6	0.130371
7	0.177449
8	0.23177
9	0.293334
10	0.362141
11	0.438191
12	0.521483
13	0.612019
14	0.709797
15	0.814818
16	0.927081
17	1.04659
18	1.17334
19	1.30733
20	1.44856
21	1.59704
22	1.75276
23	1.91573
24	2.08593
25	2.26338
26	2.44807
27	2.64001
28	2.83919
29	3.04561
30	3.25927
31	3.48018
32	3.70833
33	3.94372
34	4.18635
35	4.43623
36	4.69335
37	4.95771
38	5.22932
39	5.50817
40	5.79426
41	6.08759
42	6.38817
43	6.69599
44	7.01105
45	7.33336
46	7.66291
47	7.9997
48	8.34373
49	8.69501
50	9.05353
51	9.41929
52	9.7923
53	10.1725
54	10.56
55	10.9548
56	11.3567
57	11.766
58	12.1824
59	12.6061
60	13.0371
61	13.4753
62	13.9207
63	14.3734
64	14.8333
65	15.3005
66	15.7749
67	16.2565
68	16.7454
69	17.2415
70	17.7449
71	18.2555
72	18.7734
73	19.2985
74	19.8308
75	20.3704
76	20.9173
77	21.4713
78	22.0327
79	22.6012
80	23.177
81	23.7601
82	24.3504
83	24.9479
84	25.5527
85	26.1647
86	26.784
87	27.4105
88	28.0442
89	28.6852
90	29.3334
91	29.9889
92	30.6516
93	31.3216
94	31.9988
95	32.6832
96	33.3749
97	34.0739
98	34.78
99	35.4935
100	36.2141
101	36.942
102	37.6772
103	38.4196
104	39.1692
105	39.9261
106	40.6902
107	41.4615
108	42.2401
109	43.026
110	43.8191
111	44.6194
112	45.427
113	46.2418
114	47.0639
115	47.8932
116	48.7297
117	49.5735
118	50.4245
119	51.2828
120	52.1483
121	53.0211
122	53.9011
123	54.7883
124	55.6828
125	56.5846
126	57.4935
127	58.4097
128	59.3332
129	60.2639
130	61.2019
131	62.147
132	63.0995
133	64.0591
134	65.0261
135	66.0002
136	66.9816
137	67.9703
138	68.9662
139	69.9693
140	70.9797
141	71.9973
142	73.0221
143	74.0542
144	75.0936
145	76.1402
146	77.194
147	78.2551
148	79.3234
149	80.399
150	81.4818
151	82.5718
152	83.6691
153	84.7736
154	85.8854
155	87.0044
