Independent Variable - Plot	Dependent Variable - Plot
0	0
1	0.000847081
2	0.00338832
3	0.00762373
4	0.0135533
5	0.021177
6	0.0304949
7	0.041507
8	0.0542132
9	0.0686136
10	0.0847081
11	0.102497
12	0.12198
13	0.143157
14	0.166028
15	0.190593
16	0.216853
17	0.244806
18	0.274454
19	0.305796
20	0.338832
21	0.373563
22	0.409987
23	0.448106
24	0.487919
25	0.529426
26	0.572627
27	0.617522
28	0.664111
29	0.712395
30	0.762373
31	0.814045
32	0.867411
33	0.922471
34	0.979226
35	1.03767
36	1.09782
37	1.15965
38	1.22318
39	1.28841
40	1.35533
41	1.42394
42	1.49425
43	1.56625
44	1.63995
45	1.71534
46	1.79242
47	1.8712
48	1.95167
49	2.03384
50	2.1177
51	2.20326
52	2.29051
53	2.37945
54	2.47009
55	2.56242
56	2.65645
57	2.75217
58	2.84958
59	2.94869
60	3.04949
61	3.15199
62	3.25618
63	3.36206
64	3.46964
65	3.57892
66	3.68988
67	3.80255
68	3.9169
69	4.03295
70	4.1507
71	4.27014
72	4.39127
73	4.51409
74	4.63862
75	4.76483
76	4.89274
77	5.02234
78	5.15364
79	5.28663
80	5.42132
81	5.5577
82	5.69577
83	5.83554
84	5.977
85	6.12016
86	6.26501
87	6.41156
88	6.55979
89	6.70973
90	6.86136
91	7.01468
92	7.16969
93	7.3264
94	7.48481
95	7.64491
96	7.8067
97	7.97018
98	8.13537
99	8.30224
100	8.47081
101	8.64107
102	8.81303
103	8.98668
104	9.16203
105	9.33907
106	9.5178
107	9.69823
108	9.88035
109	10.0642
110	10.2497
111	10.4369
112	10.6258
113	10.8164
114	11.0087
115	11.2026
116	11.3983
117	11.5957
118	11.7948
119	11.9955
120	12.198
121	12.4021
122	12.608
123	12.8155
124	13.0247
125	13.2356
126	13.4483
127	13.6626
128	13.8786
129	14.0963
130	14.3157
131	14.5368
132	14.7595
133	14.984
134	15.2102
135	15.4381
136	15.6676
137	15.8989
138	16.1318
139	16.3665
140	16.6028
141	16.8408
142	17.0805
143	17.322
