Independent Variable - Plot	Dependent Variable - Plot
0	0
1	2.50E+06
2	5.00E+06
3	7.50E+06
4	1.00E+07
5	1.25E+07
6	1.50E+07
7	1.75E+07
8	2.00E+07
9	2.25E+07
10	2.50E+07
11	2.75E+07
12	3.00E+07
13	3.25E+07
14	3.50E+07
15	3.75E+07
16	4.00E+07
17	4.25E+07
18	4.50E+07
19	4.75E+07
20	5.00E+07
21	5.25E+07
22	5.50E+07
23	5.75E+07
24	6.00E+07
25	6.25E+07
26	6.50E+07
27	6.75E+07
28	7.00E+07
29	7.25E+07
30	7.50E+07
31	7.75E+07
32	8.00E+07
33	8.25E+07
34	8.50E+07
35	8.75E+07
36	9.00E+07
37	9.25E+07
38	9.50E+07
39	9.75E+07
40	1.00E+08
41	1.03E+08
42	1.05E+08
43	1.08E+08
44	1.10E+08
45	1.13E+08
46	1.15E+08
47	1.18E+08
48	1.20E+08
49	1.23E+08
50	1.25E+08
51	1.28E+08
52	1.30E+08
53	1.33E+08
54	1.35E+08
55	1.38E+08
56	1.40E+08
57	1.43E+08
58	1.45E+08
59	1.48E+08
60	1.50E+08
61	1.53E+08
62	1.55E+08
63	1.58E+08
64	1.60E+08
65	1.63E+08
66	1.65E+08
67	1.68E+08
68	1.70E+08
69	1.73E+08
70	1.75E+08
71	1.78E+08
72	1.80E+08
73	1.83E+08
74	1.85E+08
75	1.88E+08
76	1.90E+08
77	1.93E+08
78	1.95E+08
79	1.98E+08
80	2.00E+08
81	2.03E+08
82	2.05E+08
83	2.08E+08
84	2.10E+08
85	2.13E+08
86	2.15E+08
87	2.18E+08
88	2.20E+08
89	2.23E+08
90	2.25E+08
91	2.28E+08
92	2.30E+08
93	2.33E+08
94	2.35E+08
95	2.38E+08
96	2.40E+08
97	2.43E+08
98	2.45E+08
99	2.48E+08
100	2.50E+08
101	2.53E+08
102	2.55E+08
103	2.58E+08
104	2.60E+08
105	2.63E+08
106	2.65E+08
107	2.68E+08
108	2.70E+08
109	2.73E+08
110	2.75E+08
111	2.78E+08
112	2.80E+08
113	2.83E+08
114	2.85E+08
115	2.88E+08
116	2.90E+08
117	2.93E+08
118	2.95E+08
119	2.98E+08
120	3.00E+08
121	3.03E+08
122	3.05E+08
123	3.08E+08
124	3.10E+08
125	3.13E+08
126	3.15E+08
127	3.18E+08
128	3.20E+08
129	3.23E+08
130	3.25E+08
131	3.28E+08
132	3.30E+08
133	3.33E+08
134	3.35E+08
135	3.38E+08
136	3.40E+08
137	3.43E+08
138	3.45E+08
139	3.48E+08
140	3.50E+08
141	3.53E+08
142	3.55E+08
143	3.58E+08
144	3.60E+08
145	3.63E+08
146	3.65E+08
147	3.68E+08
148	3.70E+08
149	3.73E+08
150	3.75E+08
151	3.78E+08
152	3.80E+08
153	3.83E+08
154	3.85E+08
155	3.88E+08
156	3.90E+08
157	3.93E+08
158	3.95E+08
159	3.98E+08
160	4.00E+08
161	4.03E+08
162	4.05E+08
163	4.08E+08
164	4.10E+08
165	4.13E+08
166	4.15E+08
167	4.18E+08
168	4.20E+08
169	4.23E+08
170	4.25E+08
171	4.28E+08
172	4.30E+08
173	4.33E+08
174	4.35E+08
175	4.38E+08
176	4.40E+08
177	4.43E+08
178	4.45E+08
179	4.48E+08
180	4.50E+08
181	4.53E+08
182	4.55E+08
183	4.58E+08
184	4.60E+08
185	4.63E+08
186	4.65E+08
187	4.68E+08
188	4.70E+08
189	4.73E+08
190	4.75E+08
191	4.78E+08
192	4.80E+08
193	4.83E+08
194	4.85E+08
195	4.88E+08
196	4.90E+08
197	4.93E+08
198	4.95E+08
199	4.98E+08
200	5.00E+08
201	5.03E+08
202	5.05E+08
203	5.08E+08
204	5.10E+08
205	5.13E+08
206	5.15E+08
207	5.18E+08
208	5.20E+08
209	5.23E+08
210	5.25E+08
211	5.28E+08
212	5.30E+08
213	5.33E+08
214	5.35E+08
215	5.38E+08
216	5.40E+08
217	5.43E+08
218	5.45E+08
219	5.48E+08
220	5.50E+08
221	5.53E+08
222	5.55E+08
223	5.58E+08
224	5.60E+08
225	5.63E+08
226	5.65E+08
227	5.68E+08
228	5.70E+08
229	5.73E+08
230	5.75E+08
231	5.78E+08
232	5.80E+08
233	5.83E+08
234	5.85E+08
235	5.88E+08
236	5.90E+08
237	5.93E+08
238	5.95E+08
239	5.98E+08
240	6.00E+08
241	6.03E+08
242	6.05E+08
243	6.08E+08
244	6.10E+08
245	6.13E+08
246	6.15E+08
247	6.18E+08
248	6.20E+08
249	6.23E+08
250	6.25E+08
251	6.28E+08
252	6.30E+08
253	6.33E+08
254	6.35E+08
255	6.38E+08
256	6.40E+08
257	6.43E+08
258	6.45E+08
259	6.48E+08
260	6.50E+08
261	6.53E+08
262	6.55E+08
263	6.58E+08
264	6.60E+08
265	6.63E+08
266	6.65E+08
267	6.68E+08
268	6.70E+08
269	6.73E+08
270	6.75E+08
271	6.78E+08
272	6.80E+08
273	6.83E+08
274	6.85E+08
275	6.88E+08
276	6.90E+08
277	6.93E+08
278	6.95E+08
279	6.98E+08
280	7.00E+08
281	7.03E+08
282	7.05E+08
283	7.08E+08
284	7.10E+08
285	7.13E+08
286	7.15E+08
287	7.18E+08
288	7.20E+08
289	7.23E+08
290	7.25E+08
291	7.28E+08
292	7.30E+08
293	7.33E+08
294	7.35E+08
295	7.38E+08
296	7.40E+08
297	7.43E+08
298	7.45E+08
299	7.48E+08
300	7.50E+08
301	7.53E+08
302	7.55E+08
303	7.58E+08
304	7.60E+08
305	7.63E+08
306	7.65E+08
307	7.68E+08
308	7.70E+08
309	7.73E+08
310	7.75E+08
311	7.78E+08
312	7.80E+08
313	7.83E+08
314	7.85E+08
315	7.88E+08
316	7.90E+08
317	7.93E+08
318	7.95E+08
319	7.98E+08
320	8.00E+08
321	8.03E+08
322	8.05E+08
323	8.08E+08
324	8.10E+08
325	8.13E+08
326	8.15E+08
327	8.18E+08
328	8.20E+08
329	8.23E+08
330	8.25E+08
331	8.28E+08
332	8.30E+08
333	8.33E+08
334	8.35E+08
335	8.38E+08
336	8.40E+08
337	8.43E+08
338	8.45E+08
339	8.48E+08
340	8.50E+08
341	8.53E+08
342	8.55E+08
343	8.58E+08
344	8.60E+08
345	8.63E+08
346	8.65E+08
347	8.68E+08
348	8.70E+08
349	8.73E+08
350	8.75E+08
351	8.78E+08
352	8.80E+08
353	8.83E+08
354	8.85E+08
355	8.88E+08
356	8.90E+08
357	8.93E+08
358	8.95E+08
359	8.98E+08
360	9.00E+08
361	9.03E+08
362	9.05E+08
363	9.08E+08
364	9.10E+08
365	9.13E+08
366	9.15E+08
367	9.18E+08
368	9.20E+08
369	9.23E+08
370	9.25E+08
371	9.28E+08
372	9.30E+08
373	9.33E+08
374	9.35E+08
375	9.38E+08
376	9.40E+08
377	9.43E+08
378	9.45E+08
379	9.48E+08
380	9.50E+08
381	9.53E+08
382	9.55E+08
383	9.58E+08
384	9.60E+08
385	9.63E+08
386	9.65E+08
387	9.68E+08
388	9.70E+08
389	9.73E+08
390	9.75E+08
391	9.78E+08
392	9.80E+08
393	9.83E+08
394	9.85E+08
395	9.88E+08
396	9.90E+08
397	9.93E+08
398	9.95E+08
399	9.98E+08
400	1.00E+09
401	1.00E+09
402	1.01E+09
403	1.01E+09
404	1.01E+09
405	1.01E+09
406	1.02E+09
407	1.02E+09
408	1.02E+09
409	1.02E+09
410	1.03E+09
411	1.03E+09
412	1.03E+09
413	1.03E+09
414	1.04E+09
415	1.04E+09
416	1.04E+09
417	1.04E+09
418	1.05E+09
419	1.05E+09
420	1.05E+09
421	1.05E+09
422	1.06E+09
423	1.06E+09
424	1.06E+09
425	1.06E+09
426	1.07E+09
427	1.07E+09
428	1.07E+09
429	1.07E+09
430	1.08E+09
431	1.08E+09
432	1.08E+09
433	1.08E+09
434	1.09E+09
435	1.09E+09
436	1.09E+09
437	1.09E+09
438	1.10E+09
439	1.10E+09
440	1.10E+09
441	1.10E+09
442	1.11E+09
443	1.11E+09
444	1.11E+09
445	1.11E+09
446	1.12E+09
447	1.12E+09
448	1.12E+09
449	1.12E+09
450	1.13E+09
451	1.13E+09
452	1.13E+09
453	1.13E+09
454	1.14E+09
455	1.14E+09
456	1.14E+09
457	1.14E+09
458	1.15E+09
459	1.15E+09
460	1.15E+09
461	1.15E+09
462	1.16E+09
463	1.16E+09
464	1.16E+09
465	1.16E+09
466	1.17E+09
467	1.17E+09
468	1.17E+09
469	1.17E+09
470	1.18E+09
471	1.18E+09
472	1.18E+09
473	1.18E+09
474	1.19E+09
475	1.19E+09
476	1.19E+09
477	1.19E+09
478	1.20E+09
479	1.20E+09
480	1.20E+09
481	1.20E+09
482	1.21E+09
483	1.21E+09
484	1.21E+09
485	1.21E+09
486	1.22E+09
487	1.22E+09
488	1.22E+09
489	1.22E+09
490	1.23E+09
491	1.23E+09
492	1.23E+09
493	1.23E+09
494	1.24E+09
495	1.24E+09
496	1.24E+09
497	1.24E+09
498	1.25E+09
499	1.25E+09
500	1.25E+09
501	1.25E+09
502	1.26E+09
503	1.26E+09
504	1.26E+09
505	1.26E+09
506	1.27E+09
507	1.27E+09
508	1.27E+09
509	1.27E+09
510	1.28E+09
511	1.28E+09
512	1.28E+09
513	1.28E+09
514	1.29E+09
515	1.29E+09
516	1.29E+09
517	1.29E+09
518	1.30E+09
519	1.30E+09
520	1.30E+09
521	1.30E+09
522	1.31E+09
523	1.31E+09
524	1.31E+09
525	1.31E+09
526	1.32E+09
527	1.32E+09
528	1.32E+09
529	1.32E+09
530	1.33E+09
531	1.33E+09
532	1.33E+09
533	1.33E+09
534	1.34E+09
535	1.34E+09
536	1.34E+09
537	1.34E+09
538	1.35E+09
539	1.35E+09
540	1.35E+09
541	1.35E+09
542	1.36E+09
543	1.36E+09
544	1.36E+09
545	1.36E+09
546	1.37E+09
547	1.37E+09
548	1.37E+09
549	1.37E+09
550	1.38E+09
551	1.38E+09
552	1.38E+09
553	1.38E+09
554	1.39E+09
555	1.39E+09
556	1.39E+09
557	1.39E+09
558	1.40E+09
559	1.40E+09
560	1.40E+09
561	1.40E+09
562	1.41E+09
563	1.41E+09
564	1.41E+09
565	1.41E+09
566	1.42E+09
567	1.42E+09
568	1.42E+09
569	1.42E+09
570	1.43E+09
571	1.43E+09
572	1.43E+09
573	1.43E+09
574	1.44E+09
575	1.44E+09
576	1.44E+09
577	1.44E+09
578	1.45E+09
579	1.45E+09
580	1.45E+09
581	1.45E+09
582	1.46E+09
583	1.46E+09
584	1.46E+09
585	1.46E+09
586	1.47E+09
587	1.47E+09
588	1.47E+09
589	1.47E+09
590	1.48E+09
591	1.48E+09
592	1.48E+09
593	1.48E+09
594	1.49E+09
595	1.49E+09
596	1.49E+09
597	1.49E+09
598	1.50E+09
599	1.50E+09
600	1.50E+09
601	1.50E+09
602	1.51E+09
603	1.51E+09
604	1.51E+09
605	1.51E+09
606	1.52E+09
607	1.52E+09
608	1.52E+09
609	1.52E+09
610	1.53E+09
611	1.53E+09
612	1.53E+09
613	1.53E+09
614	1.54E+09
615	1.54E+09
616	1.54E+09
617	1.54E+09
618	1.55E+09
619	1.55E+09
620	1.55E+09
621	1.55E+09
622	1.56E+09
623	1.56E+09
624	1.56E+09
625	1.56E+09
626	1.57E+09
627	1.57E+09
628	1.57E+09
629	1.57E+09
630	1.58E+09
631	1.58E+09
632	1.58E+09
633	1.58E+09
634	1.59E+09
635	1.59E+09
636	1.59E+09
637	1.59E+09
638	1.60E+09
639	1.60E+09
640	1.60E+09
641	1.60E+09
642	1.61E+09
643	1.61E+09
644	1.61E+09
645	1.61E+09
646	1.62E+09
647	1.62E+09
648	1.62E+09
649	1.62E+09
650	1.63E+09
651	1.63E+09
652	1.63E+09
653	1.63E+09
654	1.64E+09
655	1.64E+09
656	1.64E+09
657	1.64E+09
658	1.65E+09
659	1.65E+09
660	1.65E+09
661	1.65E+09
662	1.66E+09
663	1.66E+09
664	1.66E+09
665	1.66E+09
666	1.67E+09
667	1.67E+09
668	1.67E+09
669	1.67E+09
670	1.68E+09
671	1.68E+09
672	1.68E+09
673	1.68E+09
674	1.69E+09
675	1.69E+09
676	1.69E+09
677	1.69E+09
678	1.70E+09
679	1.70E+09
680	1.70E+09
681	1.70E+09
682	1.71E+09
683	1.71E+09
684	1.71E+09
685	1.71E+09
686	1.72E+09
687	1.72E+09
688	1.72E+09
689	1.72E+09
690	1.73E+09
691	1.73E+09
692	1.73E+09
693	1.73E+09
694	1.74E+09
695	1.74E+09
696	1.74E+09
697	1.74E+09
698	1.75E+09
699	1.75E+09
700	1.75E+09
701	1.75E+09
702	1.76E+09
703	1.76E+09
704	1.76E+09
705	1.76E+09
706	1.77E+09
707	1.77E+09
708	1.77E+09
709	1.77E+09
710	1.78E+09
711	1.78E+09
712	1.78E+09
713	1.78E+09
714	1.79E+09
715	1.79E+09
716	1.79E+09
717	1.79E+09
718	1.80E+09
719	1.80E+09
720	1.80E+09
721	1.80E+09
722	1.81E+09
723	1.81E+09
724	1.81E+09
725	1.81E+09
726	1.82E+09
727	1.82E+09
728	1.82E+09
729	1.82E+09
730	1.83E+09
731	1.83E+09
732	1.83E+09
733	1.83E+09
734	1.84E+09
735	1.84E+09
736	1.84E+09
737	1.84E+09
738	1.85E+09
739	1.85E+09
740	1.85E+09
741	1.85E+09
742	1.86E+09
743	1.86E+09
744	1.86E+09
745	1.86E+09
746	1.87E+09
747	1.87E+09
748	1.87E+09
749	1.87E+09
750	1.88E+09
751	1.88E+09
752	1.88E+09
753	1.88E+09
754	1.89E+09
755	1.89E+09
756	1.89E+09
757	1.89E+09
758	1.90E+09
759	1.90E+09
760	1.90E+09
761	1.90E+09
762	1.91E+09
763	1.91E+09
764	1.91E+09
765	1.91E+09
766	1.92E+09
767	1.92E+09
768	1.92E+09
769	1.92E+09
770	1.93E+09
771	1.93E+09
772	1.93E+09
773	1.93E+09
774	1.94E+09
775	1.94E+09
776	1.94E+09
777	1.94E+09
778	1.95E+09
779	1.95E+09
780	1.95E+09
781	1.95E+09
782	1.96E+09
783	1.96E+09
784	1.96E+09
785	1.96E+09
786	1.97E+09
787	1.97E+09
788	1.97E+09
789	1.97E+09
790	1.98E+09
791	1.98E+09
792	1.98E+09
793	1.98E+09
794	1.99E+09
795	1.99E+09
796	1.99E+09
797	1.99E+09
798	2.00E+09
799	2.00E+09
800	2.00E+09
801	2.00E+09
802	2.01E+09
803	2.01E+09
804	2.01E+09
805	2.01E+09
806	2.02E+09
807	2.02E+09
808	2.02E+09
809	2.02E+09
810	2.03E+09
811	2.03E+09
812	2.03E+09
813	2.03E+09
814	2.04E+09
815	2.04E+09
816	2.04E+09
